Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Sales,Quantity,Discount,Profit
CA-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250,Corporate,United States,Columbia,South Carolina,29203,South,542.34,19,0.0,110.8402
CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,Consumer,United States,El Paso,Texas,79907,Central,803.9599999999999,8,0.25,-30.961
CA-2014-101770,3/31/2014,4/4/2014,Standard Class,KB-16240,Corporate,United States,Miami,Florida,33180,South,1.869,1,0.7,-1.3083
CA-2014-101833,11/17/2014,11/22/2014,Second Class,FG-14260,Home Office,United States,New York City,New York,10024,East,34.44,3,0.0,17.22
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,Corporate,United States,Los Angeles,California,90049,West,1252.602,17,0.06999999999999999,18.614
CA-2014-102085,10/4/2014,10/9/2014,Standard Class,JD-16015,Consumer,United States,Seattle,Washington,98115,West,29.24,4,0.0,13.7428
CA-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,Corporate,United States,Richmond,Kentucky,40475,South,865.5,13,0.0,323.127
CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990,Consumer,United States,Sacramento,California,95823,West,120.712,1,0.2,-18.1068
CA-2014-102645,1/23/2014,1/28/2014,Standard Class,IM-15055,Consumer,United States,Las Vegas,Nevada,89115,West,40.08,6,0.0,19.2384
CA-2014-102673,11/1/2014,11/5/2014,Standard Class,KH-16630,Corporate,United States,Charlotte,North Carolina,28205,South,1044.44,29,0.2,127.9659
CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,Corporate,United States,Alexandria,Virginia,22304,South,4251.92,22,0.0,112.2737
CA-2014-103058,7/23/2014,7/24/2014,First Class,AG-10270,Consumer,United States,New York City,New York,10011,East,99.98,2,0.0,7.9984
CA-2014-103086,10/17/2014,10/19/2014,Second Class,EB-14170,Consumer,United States,Houston,Texas,77095,Central,5.312,2,0.6,-1.5936
CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,Consumer,United States,Indianapolis,Indiana,46203,Central,1107.66,4,0.0,498.5208
CA-2014-103191,9/22/2014,9/27/2014,Standard Class,VG-21805,Corporate,United States,Chicago,Illinois,60653,Central,331.536,3,0.2,-82.884
CA-2014-103310,5/10/2014,5/15/2014,Standard Class,GM-14680,Consumer,United States,San Jose,California,95123,West,1769.784,14,0.1,187.6596
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,Corporate,United States,Palm Coast,Florida,32137,South,242.546,10,0.36666666666666664,14.4922
CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Consumer,United States,Newark,Delaware,19711,East,31.4,8,0.0,14.1098
CA-2014-103366,1/15/2014,1/17/2014,First Class,EH-13990,Consumer,United States,Roswell,Georgia,30076,South,149.95,5,0.0,65.978
CA-2014-103373,5/18/2014,5/24/2014,Standard Class,BS-11755,Consumer,United States,Cleveland,Ohio,44105,East,779.796,2,0.4,-168.9558
CA-2014-103401,11/21/2014,11/26/2014,Standard Class,GR-14560,Corporate,United States,San Francisco,California,94110,West,12.96,2,0.0,6.2208
CA-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,Corporate,United States,New York City,New York,10024,East,765.494,14,0.05,239.35989999999998
CA-2014-103492,10/10/2014,10/15/2014,Standard Class,CM-12715,Corporate,United States,Huntsville,Texas,77340,Central,1488.774,19,0.5,117.4008
CA-2014-103590,11/30/2014,12/4/2014,Standard Class,JL-15505,Consumer,United States,Mount Vernon,New York,10550,East,62.28,4,0.0,29.2716
CA-2014-103660,8/25/2014,8/30/2014,Standard Class,MW-18220,Consumer,United States,Seattle,Washington,98103,West,1007.944,7,0.2,75.5958
CA-2014-103702,9/12/2014,9/17/2014,Standard Class,AF-10885,Consumer,United States,Fairfield,Ohio,45014,East,63.924,7,0.7,-46.8776
CA-2014-103744,2/23/2014,2/27/2014,Standard Class,MG-17875,Home Office,United States,El Paso,Texas,79907,Central,11.364,6,0.5,-4.522500000000001
CA-2014-103800,1/3/2014,1/7/2014,Standard Class,DP-13000,Consumer,United States,Houston,Texas,77095,Central,16.448,2,0.2,5.5512
CA-2014-103807,12/2/2014,12/9/2014,Standard Class,EM-13825,Corporate,United States,Sandy Springs,Georgia,30328,South,21.19,4,0.0,7.9958
CA-2014-103849,5/11/2014,5/16/2014,Standard Class,PG-18895,Consumer,United States,Fort Worth,Texas,76106,Central,225.016,7,0.3333333333333333,-70.7293
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Consumer,United States,Seattle,Washington,98103,West,260.79,12,0.05,77.17930000000001
CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Corporate,United States,Lakeland,Florida,33801,South,590.762,23,0.27142857142857146,68.6353
CA-2014-104178,8/25/2014,8/29/2014,Standard Class,JM-15265,Corporate,United States,Los Angeles,California,90036,West,176.14,14,0.0,58.69799999999999
CA-2014-104269,3/1/2014,3/6/2014,Second Class,DB-13060,Consumer,United States,Seattle,Washington,98115,West,457.568,2,0.2,51.4764
CA-2014-104283,6/27/2014,7/1/2014,Standard Class,LM-17065,Consumer,United States,Southaven,Mississippi,38671,South,616.14,10,0.0,76.1052
CA-2014-104402,6/17/2014,6/23/2014,Standard Class,DB-13660,Consumer,United States,Newark,Delaware,19711,East,65.97,3,0.0,31.0059
CA-2014-104472,6/2/2014,6/7/2014,Standard Class,CK-12325,Home Office,United States,Orem,Utah,84057,West,133.128,9,0.1,41.4336
CA-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530,Home Office,United States,San Diego,California,92037,West,31.84,8,0.0,10.5072
CA-2014-104808,2/4/2014,2/8/2014,Second Class,MH-17440,Corporate,United States,Escondido,California,92025,West,17.248,2,0.2,6.0368
CA-2014-104829,11/18/2014,11/21/2014,Second Class,JG-15805,Corporate,United States,Provo,Utah,84604,West,21.98,7,0.0,9.891
CA-2014-105172,4/4/2014,4/9/2014,Standard Class,PK-18910,Home Office,United States,San Francisco,California,94109,West,18.9,6,0.0,9.072
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,Home Office,United States,San Francisco,California,94122,West,460.092,10,0.049999999999999996,15.180000000000001
CA-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915,Consumer,United States,Los Angeles,California,90008,West,143.128,4,0.1,19.1896
CA-2014-105340,11/22/2014,11/25/2014,First Class,EH-14185,Consumer,United States,Pasadena,Texas,77506,Central,6.928,1,0.8,-11.0848
CA-2014-105648,3/3/2014,3/7/2014,Standard Class,EJ-14155,Consumer,United States,San Diego,California,92037,West,626.352,3,0.2,-23.4882
CA-2014-105872,5/30/2014,6/6/2014,Standard Class,JG-15160,Consumer,United States,New York City,New York,10024,East,70.368,4,0.2,26.388
CA-2014-105893,11/11/2014,11/18/2014,Standard Class,PK-19075,Consumer,United States,Madison,Wisconsin,53711,Central,665.88,6,0.0,13.3176
CA-2014-105984,11/24/2014,11/24/2014,Same Day,MY-18295,Corporate,United States,Columbus,Ohio,43229,East,1661.028,8,0.35,-244.9116
CA-2014-106054,1/6/2014,1/7/2014,First Class,JO-15145,Corporate,United States,Athens,Georgia,30605,South,12.78,3,0.0,5.2398
CA-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595,Consumer,United States,San Diego,California,92024,West,15.39,5,0.0,1.2327
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,1007.936,45,0.06666666666666668,122.54350000000001
CA-2014-106719,8/24/2014,8/24/2014,Same Day,RB-19645,Corporate,United States,Billings,Montana,59102,West,8.288,2,0.2,2.6936
CA-2014-106726,12/6/2014,12/8/2014,First Class,RS-19765,Corporate,United States,Los Angeles,California,90008,West,1261.33,7,0.0,327.9458
CA-2014-106810,5/14/2014,5/20/2014,Standard Class,AJ-10795,Corporate,United States,Saint Petersburg,Florida,33710,South,310.88,2,0.2,23.316
CA-2014-106971,9/2/2014,9/8/2014,Standard Class,BM-11785,Consumer,United States,Buffalo Grove,Illinois,60089,Central,475.944,7,0.2,95.1888
CA-2014-107181,2/4/2014,2/8/2014,Standard Class,DB-13270,Home Office,United States,San Diego,California,92024,West,117.136,7,0.1,45.1064
CA-2014-107398,8/25/2014,8/30/2014,Standard Class,BS-11590,Corporate,United States,Columbus,Ohio,43229,East,30.246000000000002,15,0.6999999999999998,-23.544
CA-2014-107454,11/2/2014,11/6/2014,Standard Class,RD-19720,Consumer,United States,New York City,New York,10024,East,124.2,13,0.0,40.157399999999996
CA-2014-107524,3/2/2014,3/8/2014,Standard Class,KN-16705,Home Office,United States,New York City,New York,10009,East,47.76,7,0.0,22.8112
CA-2014-107573,12/12/2014,12/17/2014,Standard Class,PB-19150,Consumer,United States,Miami,Florida,33178,South,23.472,3,0.2,7.6284
CA-2014-107594,7/2/2014,7/6/2014,Standard Class,EH-13945,Consumer,United States,Plainfield,New Jersey,7060,East,79.56,3,0.0,22.1508
CA-2014-107706,2/14/2014,2/19/2014,Second Class,ST-20530,Consumer,United States,Houston,Texas,77095,Central,16.176,3,0.2,6.066
CA-2014-107769,10/28/2014,11/1/2014,Standard Class,BT-11395,Corporate,United States,Garden City,Kansas,67846,Central,257.98,2,0.0,74.8142
CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780,Corporate,United States,Memphis,Tennessee,38109,South,661.5039999999999,7,0.2,68.949
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,Corporate,United States,Oceanside,New York,11572,East,25.951999999999998,5,0.1,10.8096
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,598.144,18,0.2,133.7632
CA-2014-108273,12/16/2014,12/21/2014,Standard Class,EJ-13720,Consumer,United States,Huntsville,Texas,77340,Central,92.856,9,0.4,-62.2518
CA-2014-108609,10/31/2014,11/2/2014,Second Class,AJ-10780,Corporate,United States,Lorain,Ohio,44052,East,1421.664,8,0.4,-734.5264
CA-2014-108707,10/24/2014,10/29/2014,Standard Class,DB-12910,Home Office,United States,Fort Lauderdale,Florida,33311,South,10.368,2,0.2,3.6288
CA-2014-108861,5/28/2014,6/1/2014,Standard Class,MM-17260,Consumer,United States,Seattle,Washington,98105,West,136.96,4,0.2,51.36
CA-2014-108903,10/3/2014,10/3/2014,Same Day,DO-13435,Consumer,United States,Columbus,Ohio,43229,East,212.952,10,0.20000000000000004,5.5236
CA-2014-109043,8/15/2014,8/17/2014,First Class,CS-12355,Consumer,United States,Hollywood,Florida,33021,South,243.60000000000002,10,0.2,46.819
CA-2014-109127,12/21/2014,12/25/2014,Standard Class,JC-15775,Consumer,United States,Newark,Delaware,19711,East,17.28,6,0.0,7.9488
CA-2014-109218,6/30/2014,7/3/2014,Second Class,AR-10825,Corporate,United States,Los Angeles,California,90004,West,32.4,5,0.0,10.368
CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370,Consumer,United States,Mount Pleasant,South Carolina,29464,South,545.94,6,0.0,87.3504
CA-2014-109302,8/12/2014,8/16/2014,Standard Class,CS-12175,Corporate,United States,Lakewood,New Jersey,8701,East,196.21,7,0.0,98.105
CA-2014-109491,2/20/2014,2/26/2014,Standard Class,LC-16930,Corporate,United States,Richmond,Indiana,47374,Central,82.63,7,0.0,29.3404
CA-2014-109680,10/6/2014,10/9/2014,First Class,VP-21760,Corporate,United States,Indianapolis,Indiana,46203,Central,386.34,2,0.0,54.0876
CA-2014-109855,9/1/2014,9/5/2014,Standard Class,LH-16900,Consumer,United States,New York City,New York,10009,East,380.744,5,0.1,65.43039999999999
CA-2014-109890,7/21/2014,7/27/2014,Standard Class,PG-18820,Consumer,United States,Omaha,Nebraska,68104,Central,35.98,2,0.0,10.0744
CA-2014-109897,8/12/2014,8/16/2014,Standard Class,BW-11200,Consumer,United States,San Francisco,California,94122,West,891.7760000000001,11,0.1,82.00880000000001
CA-2014-109904,7/14/2014,7/17/2014,Second Class,BF-10975,Corporate,United States,New York City,New York,10009,East,17.94,3,0.0,4.485
CA-2014-110030,12/6/2014,12/8/2014,Second Class,LF-17185,Consumer,United States,Houston,Texas,77095,Central,23.976,3,0.6,-14.3856
CA-2014-110072,10/22/2014,10/28/2014,Standard Class,MG-17680,Home Office,United States,Newark,Ohio,43055,East,93.888,4,0.2,12.9096
CA-2014-110100,4/25/2014,4/29/2014,Standard Class,LC-16885,Consumer,United States,Wilmington,North Carolina,28403,South,302.376,3,0.2,37.797
CA-2014-110184,7/12/2014,7/16/2014,Standard Class,BF-11170,Home Office,United States,Los Angeles,California,90036,West,505.68600000000004,17,0.1,73.7478
CA-2014-110219,5/5/2014,5/8/2014,First Class,EB-13870,Consumer,United States,San Antonio,Texas,78207,Central,127.869,3,0.3,-9.1335
CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885,Home Office,United States,Houston,Texas,77036,Central,23.68,2,0.2,8.88
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Corporate,United States,Montgomery,Alabama,36116,South,2216.8,14,0.0,444.6902
CA-2014-110422,1/21/2014,1/23/2014,Second Class,TB-21400,Consumer,United States,Miami,Florida,33180,South,25.248,3,0.2,4.1028
CA-2014-110555,4/11/2014,4/18/2014,Standard Class,MM-18055,Consumer,United States,Great Falls,Montana,59405,West,410.104,15,0.06666666666666667,124.94579999999999
CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495,Consumer,United States,New York City,New York,10009,East,71.84,8,0.0,34.9424
CA-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835,Consumer,United States,Los Angeles,California,90049,West,323.458,15,0.05,108.1437
CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,Home Office,United States,Lakewood,New Jersey,8701,East,334.68,9,0.0,104.7888
CA-2014-111059,2/3/2014,2/6/2014,Second Class,TB-21400,Consumer,United States,Seattle,Washington,98105,West,97.11200000000001,5,0.2,31.5614
CA-2014-111157,3/2/2014,3/6/2014,Standard Class,NH-18610,Corporate,United States,Philadelphia,Pennsylvania,19120,East,154.624,4,0.2,33.2
CA-2014-111192,7/30/2014,8/5/2014,Standard Class,TS-21430,Corporate,United States,Seattle,Washington,98103,West,1367.84,8,0.0,259.8896
CA-2014-111360,11/24/2014,11/30/2014,Standard Class,AT-10435,Home Office,United States,Akron,Ohio,44312,East,5.742,3,0.7,-4.5936
CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,80906,West,855.272,22,0.3,20.8692
CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,Corporate,United States,Little Rock,Arkansas,72209,South,484.78999999999996,20,0.0,187.7404
CA-2014-111773,6/29/2014,7/3/2014,Standard Class,JK-15625,Consumer,United States,New York City,New York,10024,East,13.92,3,0.2,4.872
CA-2014-111857,4/23/2014,4/26/2014,Second Class,NM-18445,Home Office,United States,San Francisco,California,94109,West,48.91,1,0.0,22.9877
CA-2014-111871,3/18/2014,3/21/2014,Second Class,EK-13795,Home Office,United States,San Francisco,California,94110,West,1198.33,10,0.15,70.49
CA-2014-111899,5/4/2014,5/5/2014,First Class,NC-18340,Consumer,United States,Houston,Texas,77036,Central,43.312000000000005,8,0.2,4.6848
CA-2014-111934,5/5/2014,5/7/2014,First Class,GD-14590,Corporate,United States,Arlington,Virginia,22204,South,47.32,3,0.0,22.0028
CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,Consumer,United States,New York City,New York,10035,East,1050.6,17,0.13333333333333333,-41.93959999999999
CA-2014-112291,4/3/2014,4/8/2014,Standard Class,KE-16420,Corporate,United States,Los Angeles,California,90008,West,233.45,7,0.0,85.6044
CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Home Office,United States,Naperville,Illinois,60540,Central,288.06,8,0.4000000000000001,-65.9901
CA-2014-112403,3/31/2014,3/31/2014,Same Day,JO-15280,Consumer,United States,Philadelphia,Pennsylvania,19120,East,0.852,1,0.7,-0.5964
CA-2014-112718,12/16/2014,12/21/2014,Standard Class,KN-16450,Corporate,United States,Jacksonville,Florida,32216,South,1.167,1,0.7,-0.8558
CA-2014-112837,9/11/2014,9/16/2014,Standard Class,LW-17125,Consumer,United States,Oxnard,California,93030,West,127.95,3,0.0,21.7515
CA-2014-112851,9/17/2014,9/21/2014,Standard Class,NR-18550,Consumer,United States,Chula Vista,California,91911,West,182.94,3,0.0,85.9818
CA-2014-113047,10/24/2014,10/24/2014,Same Day,AP-10915,Consumer,United States,Rock Hill,South Carolina,29730,South,11.85,3,0.0,3.792
CA-2014-113166,12/24/2014,12/26/2014,First Class,LF-17185,Consumer,United States,Miami,Florida,33180,South,9.568,2,0.2,3.4684
CA-2014-113257,12/16/2014,12/18/2014,Second Class,SC-20305,Consumer,United States,Beaumont,Texas,77705,Central,328.59200000000004,11,0.4,93.4032
CA-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155,Consumer,United States,Oakland,California,94601,West,30.72,9,0.0,9.5754
CA-2014-113362,9/14/2014,9/19/2014,Standard Class,AJ-10960,Consumer,United States,Rochester,New York,14609,East,460.21999999999997,8,0.0,14.0752
CA-2014-113383,9/10/2014,9/13/2014,First Class,SF-20065,Consumer,United States,Clifton,New Jersey,7011,East,336.82,9,0.0,98.58840000000001
CA-2014-113579,12/13/2014,12/15/2014,Second Class,KD-16345,Consumer,United States,Los Angeles,California,90049,West,90.24,6,0.0,41.5104
CA-2014-113768,5/13/2014,5/19/2014,Standard Class,AH-10030,Corporate,United States,Los Angeles,California,90004,West,287.456,8,0.1,24.7992
CA-2014-113859,9/13/2014,9/17/2014,Standard Class,BC-11125,Home Office,United States,Odessa,Texas,79762,Central,340.116,6,0.3,-9.7176
CA-2014-113880,3/1/2014,3/5/2014,Standard Class,VF-21715,Home Office,United States,Elmhurst,Illinois,60126,Central,651.588,9,0.25,-166.4388
CA-2014-113887,4/5/2014,4/7/2014,First Class,TH-21550,Home Office,United States,New York City,New York,10035,East,55.48,1,0.0,26.6304
CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,Consumer,United States,Hempstead,New York,11550,East,115.952,12,0.06666666666666667,44.2956
CA-2014-113964,9/23/2014,9/30/2014,Standard Class,JP-16135,Home Office,United States,New York City,New York,10011,East,18.464,4,0.2,6.924
CA-2014-114181,5/10/2014,5/14/2014,Second Class,AF-10885,Consumer,United States,Philadelphia,Pennsylvania,19134,East,372.28499999999997,12,0.35,-211.6773
CA-2014-114195,11/1/2014,11/3/2014,First Class,EA-14035,Corporate,United States,Mason,Ohio,45040,East,94.264,7,0.5333333333333333,-4.235199999999999
CA-2014-114314,10/11/2014,10/15/2014,Standard Class,DB-13555,Corporate,United States,Fayetteville,Arkansas,72701,South,16.23,5,0.0,7.3605
CA-2014-114321,8/20/2014,8/25/2014,Standard Class,NC-18535,Corporate,United States,Hampton,Virginia,23666,South,1417.35,16,0.0,575.9101
CA-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325,Consumer,United States,Oakland,California,94601,West,149.97,3,0.0,52.4895
CA-2014-114510,3/14/2014,3/19/2014,Standard Class,JF-15295,Consumer,United States,Logan,Utah,84321,West,280.276,21,0.08,46.9632
CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Corporate,United States,New York City,New York,10024,East,109.83600000000001,5,0.2,-3.7235999999999994
CA-2014-114643,6/13/2014,6/17/2014,Standard Class,FM-14215,Corporate,United States,Los Angeles,California,90032,West,14.52,3,0.0,4.7916
CA-2014-114790,3/11/2014,3/13/2014,Second Class,FM-14215,Corporate,United States,Richmond,Kentucky,40475,South,782.6300000000001,11,0.0,223.9838
CA-2014-115056,5/2/2014,5/2/2014,Same Day,AR-10510,Consumer,United States,Columbus,Ohio,43229,East,26.136,3,0.2,1.9602
CA-2014-115084,10/18/2014,10/22/2014,Standard Class,LS-17200,Corporate,United States,Texarkana,Arkansas,71854,South,605.34,6,0.0,145.2816
CA-2014-115133,9/26/2014,9/30/2014,Standard Class,DA-13450,Home Office,United States,Lancaster,Ohio,43130,East,52.752,12,0.20000000000000004,12.828
CA-2014-115161,1/31/2014,2/2/2014,First Class,LC-17050,Consumer,United States,Mission Viejo,California,92691,West,290.666,2,0.15,3.4196
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,199.256,25,0.2,67.7109
CA-2014-115336,11/18/2014,11/25/2014,Standard Class,AB-10600,Corporate,United States,Chicago,Illinois,60623,Central,14.48,5,0.8,-23.892
CA-2014-115791,1/16/2014,1/18/2014,Second Class,DL-13315,Consumer,United States,Philadelphia,Pennsylvania,19134,East,299.964,14,0.375,-5.933499999999999
CA-2014-115889,11/2/2014,11/6/2014,Standard Class,SH-20395,Consumer,United States,San Francisco,California,94122,West,409.30400000000003,4,0.1,110.46499999999999
CA-2014-115973,11/24/2014,11/26/2014,First Class,NG-18430,Consumer,United States,Cincinnati,Ohio,45231,East,2.624,1,0.2,0.4264
CA-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775,Corporate,United States,Sioux Falls,South Dakota,57103,Central,9.51,6,0.0,3.9882
CA-2014-116190,7/26/2014,8/1/2014,Standard Class,SG-20470,Consumer,United States,Atlanta,Georgia,30318,South,256.47999999999996,18,0.0,104.14150000000001
CA-2014-116239,3/4/2014,3/4/2014,Same Day,CL-12565,Consumer,United States,Columbia,South Carolina,29203,South,354.9,5,0.0,17.745
CA-2014-116246,9/12/2014,9/17/2014,Second Class,LW-17215,Consumer,United States,New York City,New York,10035,East,3785.292,6,0.1,420.588
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Consumer,United States,Johnson City,Tennessee,37604,South,362.176,9,0.20000000000000004,37.3976
CA-2014-116568,12/14/2014,12/20/2014,Standard Class,BM-11785,Consumer,United States,Deltona,Florida,32725,South,186.304,4,0.2,13.9728
CA-2014-116673,12/15/2014,12/19/2014,Second Class,JO-15280,Consumer,United States,San Diego,California,92037,West,6.16,2,0.0,1.9712
CA-2014-116757,6/30/2014,7/4/2014,Standard Class,MS-17980,Corporate,United States,Houston,Texas,77095,Central,47.232,11,0.2,16.2648
CA-2014-116785,4/26/2014,4/30/2014,Standard Class,MH-17290,Home Office,United States,Los Angeles,California,90036,West,34.0,7,0.0,12.002
CA-2014-116834,10/11/2014,10/16/2014,Standard Class,Dp-13240,Home Office,United States,Seattle,Washington,98115,West,408.47,16,0.0,77.691
CA-2014-116904,9/23/2014,9/28/2014,Standard Class,SC-20095,Consumer,United States,Minneapolis,Minnesota,55407,Central,9900.19,17,0.0,4668.693499999999
CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,Corporate,United States,San Francisco,California,94122,West,1173.616,8,0.13333333333333333,103.1748
CA-2014-117016,3/4/2014,3/9/2014,Standard Class,SC-20095,Consumer,United States,Margate,Florida,33063,South,15.552,3,0.2,2.3328
CA-2014-117317,10/19/2014,10/19/2014,Same Day,JF-15490,Consumer,United States,Los Angeles,California,90032,West,13.44,3,0.0,6.5856
CA-2014-117345,8/1/2014,8/5/2014,Standard Class,BF-10975,Corporate,United States,Charlotte,North Carolina,28205,South,202.89600000000002,10,0.2,57.644800000000004
CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325,Consumer,United States,San Francisco,California,94122,West,1136.092,20,0.1,162.7472
CA-2014-117478,9/21/2014,9/24/2014,First Class,LH-16750,Consumer,United States,Philadelphia,Pennsylvania,19140,East,6.57,3,0.7,-5.037
CA-2014-117639,5/21/2014,5/25/2014,Standard Class,MW-18235,Corporate,United States,Virginia Beach,Virginia,23464,South,3333.8999999999996,10,0.0,1449.5187
CA-2014-117709,5/4/2014,5/8/2014,Standard Class,PM-18940,Consumer,United States,Jackson,Michigan,49201,Central,46.8,4,0.0,21.06
CA-2014-118192,1/13/2014,1/18/2014,Standard Class,MM-17920,Consumer,United States,Newark,Ohio,43055,East,40.846000000000004,9,0.44999999999999996,10.5716
CA-2014-118304,4/29/2014,5/4/2014,Standard Class,KH-16360,Consumer,United States,Dover,Delaware,19901,East,19.98,2,0.0,5.1948
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Consumer,United States,Lakeville,Minnesota,55044,Central,249.92000000000002,31,0.0,108.1918
CA-2014-118962,8/5/2014,8/9/2014,Standard Class,CS-12130,Consumer,United States,Los Angeles,California,90004,West,472.044,12,0.06666666666666667,84.36160000000001
CA-2014-118976,4/28/2014,5/3/2014,Standard Class,MY-18295,Corporate,United States,Baltimore,Maryland,21215,East,526.96,14,0.0,141.77280000000002
CA-2014-119032,11/27/2014,12/3/2014,Standard Class,MS-17770,Consumer,United States,New York City,New York,10035,East,3.76,2,0.0,1.316
CA-2014-119144,11/16/2014,11/18/2014,First Class,JD-16150,Corporate,United States,Los Angeles,California,90008,West,730.8525,10,0.11666666666666665,17.552400000000002
